Node,w_Node,DC,BC,CC,EC,C
3150,3150,0.0220406141654284,3.632381957468386e-05,0.2842060810810811,1.1121730670088604e-07,0.03845273294806743
3417,3417,0.0220406141654284,1.47593971124266e-05,0.2842060810810811,9.498491423558026e-08,0.038451561970392484
2755,2755,0.0220406141654284,1.0032746045470423e-05,0.2842060810810811,9.698640565439765e-08,0.038451310067725814
949,949,0.0056958890539871,1.977913194561162e-06,0.315962441314554,2.285212391346917e-06,0.03842918148164422
1556,1556,0.0061911837543338,9.378616957344036e-07,0.3155427053215597,1.2346545420509155e-05,0.038417710813748056
1321,1321,0.0061911837543338,2.949161941029394e-06,0.3155427053215597,8.005183531494358e-06,0.038417395775143554
1672,1672,0.0061911837543338,3.15852902248009e-06,0.3155427053215597,2.241614839704717e-06,0.03841686677686011
1704,1704,0.0061911837543338,1.9708880133480264e-06,0.3155427053215597,2.3116308829861696e-06,0.038416811351746016
1764,1764,0.0061911837543338,5.322622043291735e-07,0.3155427053215597,2.3924946607038137e-06,0.03841674398201635
1592,1592,0.0061911837543338,2.493587169946313e-07,0.3155427053215597,2.359503846814893e-06,0.03841672625046048
1648,1648,0.0061911837543338,1.5426668543536504e-07,0.3155427053215597,2.1550932067900387e-06,0.03841670251248371
520,520,0.0123823675086676,0.0001968125634453,0.3079856608954313,9.759307272375332e-06,0.03839330433846958
1779,1779,0.0054482417038137,8.870985866736256e-06,0.315937720053204,4.9730591227323206e-06,0.03837756477809219
1412,1412,0.0054482417038137,9.589950534692168e-06,0.3158882891340061,2.292930810121328e-06,0.0383643964625644
1247,1247,0.0059435364041604,5.618422534423522e-06,0.3155180496952648,2.9146963710694197e-06,0.038360878664350916
1615,1615,0.0059435364041604,1.7460084430417434e-06,0.3155180496952648,2.536527941963427e-06,0.038360642135380006
1139,1139,0.0059435364041604,1.4271331533078043e-06,0.3155180496952648,2.26195574699889e-06,0.03836060033487767
1815,1815,0.0059435364041604,1.1460405128297828e-06,0.3155180496952648,2.2654792361163826e-06,0.038360586063420396
958,958,0.0059435364041604,1.300572724264079e-07,0.3155180496952648,2.144468215534583e-06,0.038360522247160175
1658,1658,0.0047052996532937,3.995572484680517e-06,0.3163337250293772,4.665023708800912e-06,0.038355769710537724
1492,1492,0.0032194155522535,4.282528510810266e-06,0.3169544740973312,2.7143972260076158e-06,0.03832160392082014
1650,1650,0.0052005943536404,9.952620790325587e-06,0.3158635794743429,2.508596367129911e-06,0.03831411619142256
991,991,0.0047052996532937,1.1921293755390628e-05,0.3161603507673035,5.112660224122266e-06,0.03831064132872561
1228,1228,0.0056958890539871,2.313848426483781e-06,0.3154933979217126,2.235577593344704e-06,0.03830637586280531
1633,1633,0.0056958890539871,1.8991953758816156e-06,0.3154933979217126,2.287794489549466e-06,0.038306359130850426
1433,1433,0.0056958890539871,1.089736597105427e-06,0.3154933979217126,2.462820717343799e-06,0.03830633321551384
1286,1286,0.0056958890539871,9.669787304861854e-07,0.3154933979217126,2.353159413716116e-06,0.038306316788477845
973,973,0.0044576523031203,9.758118170592054e-06,0.3162346307463388,4.823834946378507e-06,0.03829212047405816
1169,1169,0.0047052996532937,3.4481246356931954e-06,0.3160366283165062,2.141751391598204e-06,0.03827739250205514
1490,1490,0.0022288261515601,2.3331513716154942e-08,0.3171287206471374,2.167281478433739e-06,0.03827520653488474
3038,3038,0.021792966815255,3.9039154957137206e-05,0.2841860792455486,1.0243134774674006e-07,0.03827065858759618
2890,2890,0.021792966815255,2.1153883292140763e-05,0.2841860792455486,9.338475094618586e-08,0.03826968646426999
3033,3033,0.021792966815255,1.2824629024642825e-05,0.2841860792455486,9.648198233368945e-08,0.038269241917238864
1631,1631,0.0022288261515601,1.3632089294765262e-08,0.3170789163722026,2.1452878380492776e-06,0.03826202672401335
1484,1484,0.0054482417038137,1.2103302225012229e-06,0.31546875,1.0413556734916432e-05,0.03825473742995879
1063,1063,0.0054482417038137,1.6265420202444933e-07,0.31546875,9.627120877293876e-06,0.03825460758195602
1805,1805,0.0054482417038137,2.1099031117589355e-06,0.31546875,8.090670014095299e-06,0.038254561631200015
1531,1531,0.0054482417038137,8.256065156923892e-06,0.31546875,2.7081065346711594e-06,0.038254378491407504
1062,1062,0.0054482417038137,5.4607092923721925e-06,0.31546875,2.7161539947326e-06,0.03825423346434395
1747,1747,0.0054482417038137,1.4202879610571553e-06,0.31546875,2.113340060545319e-06,0.03825396846282385
1906,1906,0.0054482417038137,1.002932324289833e-06,0.31546875,2.2613114660779107e-06,0.03825396040216497
1629,1629,0.0054482417038137,8.605809633783684e-07,0.31546875,2.146297469297925e-06,0.03825394250955212
1489,1489,0.0054482417038137,3.609527481250367e-07,0.31546875,2.284970611315521e-06,0.038253929362151454
1585,1585,0.004952947003467,5.752029824906248e-06,0.3157647794807632,4.105108182747201e-06,0.03824618713671001
1678,1678,0.0044576523031203,1.167229123841008e-05,0.315937720053204,4.998894839965805e-06,0.03821409331317974
1439,1439,0.0052005943536404,2.5419751972166563e-08,0.3154441059292243,1.392004832942652e-05,0.038204592785631715
926,926,0.0052005943536404,1.196076822499137e-06,0.3154441059292243,9.834467081545007e-06,0.0382042561863781
1069,1069,0.0052005943536404,1.6981202296650796e-07,0.3154441059292243,9.158242332789932e-06,0.03820413841941577
972,972,0.0052005943536404,1.6082102662421084e-07,0.3154441059292243,9.004500400005946e-06,0.038204123270840135
1418,1418,0.0052005943536404,2.918299820622971e-06,0.3154441059292243,3.1019771238968167e-06,0.03820371277767455
1127,1127,0.0052005943536404,3.267136268090281e-06,0.3154441059292243,2.1320874503396038e-06,0.038203641964106416
1144,1144,0.0052005943536404,8.855325711745293e-07,0.3154441059292243,2.397908310417243e-06,0.03820354303208688
1363,1363,0.0052005943536404,1.8082699728330094e-07,0.3154441059292243,2.097153385744136e-06,0.03820347914381351
1268,1268,0.0027241208519068,4.548095617784213e-06,0.3166810446239511,2.042534733581778e-06,0.03819920707250446
1506,1506,0.0019811788013868,2.110124101884421e-08,0.3169047245330403,2.078657771733128e-06,0.038197801986520334
1422,1422,0.0034670629024269,2.6032346805504388e-06,0.3163585083046067,3.8493719793967045e-06,0.0381922943301708
1161,1161,0.0047052996532937,4.634527973405591e-06,0.3156413663722348,5.013971622979204e-06,0.03817377785025884
1091,1091,0.004952947003467,2.1756314842576296e-06,0.315419465708483,9.515787359271571e-06,0.03815578510109924
1771,1771,0.004952947003467,2.3536499687800339e-07,0.315419465708483,9.269661011856922e-06,0.03815566142470073
1654,1654,0.0017335314512134,6.968862046309013e-07,0.316805272242272,1.998534922496758e-06,0.038155346362633825
1575,1575,0.004952947003467,3.4626321013014565e-06,0.315419465708483,3.092911001739458e-06,0.03815524963870178
1566,1566,0.004952947003467,4.220359001412857e-06,0.315419465708483,2.63786292583458e-06,0.03815524716908606
1241,1241,0.004952947003467,1.96580313854746e-06,0.315419465708483,2.2580754899265905e-06,0.038155095789130074
1356,1356,0.004952947003467,1.914789001252586e-06,0.315419465708483,2.195540972170606e-06,0.03815508744470001
1213,1213,0.004952947003467,1.6812888917152271e-06,0.315419465708483,2.1417179740818708e-06,0.03815507047161432
1308,1308,0.004952947003467,1.6032099195475897e-06,0.315419465708483,2.1211462171557505e-06,0.0381550645624523
1860,1860,0.004210004952947,8.893211756168177e-06,0.3158141717503519,4.802660960576741e-06,0.03814535510589916
1830,1830,0.0039623576027736,3.4380169662037494e-06,0.3159130026599906,2.7567165081471554e-06,0.03813685015194952
1455,1455,0.0012382367508667,0.0,0.3167555695010982,1.9632063817260125e-06,0.03811577459460089
931,931,0.0037147102526002,1.7529114326641424e-06,0.315937720053204,2.073847278894883e-06,0.03811112063840788
2547,2547,0.013372956909361,7.816254146725535e-05,0.2863423627854205,0.0036178462405438,0.038110613456512406
1424,1424,0.0047052996532937,3.6105562217849705e-06,0.3153948293368742,2.396180358462084e-06,0.03810864385695225
1698,1698,0.0047052996532937,1.258891933630628e-06,0.3153948293368742,3.042950210716953e-06,0.03810858159963582
591,591,0.0113917781079742,0.0001110086875484,0.3083855200855354,5.926186093908357e-06,0.03809948775706616
3324,3324,0.0215453194650817,3.2431928308902935e-05,0.2841660802251935,9.244320645860016e-08,0.03808917404029356
2916,2916,0.0215453194650817,1.0428977312916815e-05,0.2841660802251935,9.622598218362183e-08,0.03808799782770785
1853,1853,0.0029717682020802,9.698497521771316e-08,0.3161355985281453,2.2310007285339734e-06,0.03807891427342743
1710,1710,0.0037147102526002,9.499345306384708e-07,0.3158141717503519,6.395064833128193e-06,0.038078878826431115
1441,1441,0.0039623576027736,2.9150195289095903e-06,0.3156660412757974,3.6110851786269863e-06,0.03807178596324934
1564,1564,0.0039623576027736,2.864289239574449e-06,0.3156660412757974,3.4613280695317303e-06,0.03807176959448332
1544,1544,0.0037147102526002,5.0341186064287145e-06,0.3157647794807632,3.998560651333306e-06,0.038065833971988504
1385,1385,0.0037147102526002,3.714113923254879e-06,0.3157647794807632,2.7002813491936146e-06,0.03806564673161176
1501,1501,0.0044576523031203,2.1975283140546253e-06,0.3153701968134957,6.437979413595698e-06,0.0380643424447609
1646,1646,0.0044576523031203,3.2320635095635e-06,0.3153701968134957,4.717816697399696e-06,0.038064235717894954
1325,1325,0.0044576523031203,1.1442160880068264e-06,0.3153701968134957,2.555259273227073e-06,0.03806392935420893
1174,1174,0.0044576523031203,6.306094698823808e-07,0.3153701968134957,2.1029545843757057e-06,0.03806386171325415
1141,1141,0.0044576523031203,6.209944280437584e-07,0.3153701968134957,2.092429473613344e-06,0.038063860261119874
1901,1901,0.0034670629024269,3.5991582485461253e-06,0.3158388736800938,2.691126461984284e-06,0.03805504707916651
1143,1143,0.0034670629024269,2.3860734147726324e-06,0.3158388736800938,3.0637419221497497e-06,0.03805501858362066
1140,1140,0.0022288261515601,8.090506284198164e-07,0.3162346307463388,3.093207781757669e-06,0.03803872006399499
961,961,0.0032194155522535,5.995017777832072e-06,0.3158635794743429,3.123006175319157e-06,0.03803357133998216
1384,1384,0.0029717682020802,6.840888337761616e-06,0.315962441314554,2.610508910838193e-06,0.03803352252160332
1434,1434,0.0037147102526002,2.2790605620999806e-06,0.3156413663722348,3.881751570309721e-06,0.03803311485104173
1700,1700,0.004210004952947,9.578104382207916e-07,0.3153455681374463,8.410634634188692e-06,0.038021816448351065
1152,1152,0.004210004952947,9.669103479037792e-07,0.3153455681374463,2.8892116177808038e-06,0.03802130341586496
1033,1033,0.004210004952947,1.091123968807035e-06,0.3153455681374463,2.6995493813518164e-06,0.03802129248733677
939,939,0.004210004952947,1.8180883254730252e-06,0.3153455681374463,2.135103477723625e-06,0.03802127847820149
940,940,0.004210004952947,1.2459446691684083e-06,0.3153455681374463,2.1602646852389933e-06,0.038021251336203384
1481,1481,0.004210004952947,1.157406935195379e-06,0.3153455681374463,2.147600318105279e-06,0.038021245632935304
1478,1478,0.004210004952947,6.144735746587268e-07,0.3153455681374463,2.1131922964543213e-06,0.038021214603144
1784,1784,0.004210004952947,4.428644317584994e-07,0.3153455681374463,2.0362144606581294e-06,0.03802119879431783
1186,1186,0.004210004952947,4.478466911756713e-08,0.3153455681374463,2.029998672591164e-06,0.03802117778905473
1594,1594,0.0039623576027736,3.7261017568791272e-06,0.31546875,5.385158845831585e-06,0.03801996715204152
1055,1055,0.0034670629024269,1.3515857498795497e-06,0.315616695325934,3.334706328378951e-06,0.03799632115399686
1007,1007,0.0039623576027736,2.105881954349188e-06,0.3153209433078244,2.321342683801149e-06,0.03798062364523927
1829,1829,0.0039623576027736,1.549978766667928e-06,0.3153209433078244,2.436676494977353e-06,0.03798060556174933
914,914,0.0039623576027736,1.1345183682573765e-06,0.3153209433078244,2.371554586256146e-06,0.037980578300421175
1000,1000,0.0039623576027736,1.606295229066173e-06,0.3153209433078244,2.0140167859839117e-06,0.037980570061971544
1676,1676,0.0039623576027736,1.129580537711129e-06,0.3153209433078244,2.0712077764280604e-06,0.03798055076499198
965,965,0.0039623576027736,2.9841437183344734e-07,0.3153209433078244,2.143692569298025e-06,0.0379805146897454
1756,1756,0.0039623576027736,3.306018575318587e-07,0.3153209433078244,2.061627267945468e-06,0.037980508892201115
1855,1855,0.0014858841010401,1.3322454807089026e-06,0.3161851068827813,1.9120762002835357e-06,0.03797691402946822
1150,1150,0.0034670629024269,2.004940406030883e-06,0.3155180496952648,3.633903138832205e-06,0.03797033151429337
1477,1477,0.0022288261515601,3.65965094428863e-06,0.315962441314554,2.5177349489826016e-06,0.03796676028944165
1266,1266,0.0032194155522535,1.748601490008855e-06,0.3155920281359906,3.0034965870715346e-06,0.0379615881807842
1552,1552,0.0017335314512134,2.4967429702200807e-06,0.3160118954452966,1.9630218873552287e-06,0.03794531010730156
1084,1084,0.0037147102526002,2.690810573961561e-07,0.3152963223237292,6.621537083804215e-06,0.037942205613609205
1177,1177,0.0037147102526002,3.200132961946145e-06,0.3152963223237292,2.009680735202632e-06,0.03794193180374119
1889,1889,0.0037147102526002,2.818921322024674e-06,0.3152963223237292,1.9853352268711263e-06,0.03794190999730484
1042,1042,0.0037147102526002,6.388128278913747e-07,0.3152963223237292,2.1344833850821e-06,0.03794181161225143
1234,1234,0.0037147102526002,5.701236625734793e-07,0.3152963223237292,2.068562718417074e-06,0.03794180211541591
970,970,0.0037147102526002,4.83582806626165e-07,0.3152963223237292,2.0685250693242742e-06,0.03794179767707087
1869,1869,0.0037147102526002,4.0290965909139394e-07,0.3152963223237292,2.090648018732568e-06,0.03794179554867752
1249,1249,0.0037147102526002,2.514641425145796e-07,0.3152963223237292,2.060262890250863e-06,0.03794178503543086
1701,1701,0.0017335314512134,1.0101194818744005e-06,0.315962441314554,2.1814962874085185e-06,0.037932152877931266
1527,1527,0.0029717682020802,3.1020005189879344e-06,0.3155673648015005,3.90498430952375e-06,0.03792899464014503
1822,1822,0.0029717682020802,6.694958717718558e-07,0.3155673648015005,2.313453992681427e-06,0.037928724727796896
1461,1461,0.0019811788013868,1.033951687394813e-06,0.3158635794743429,2.567712703366239e-06,0.03792223034314126
923,923,0.0019811788013868,8.058127901984038e-07,0.3158635794743429,2.2038045872373003e-06,0.03792218566753621
1445,1445,0.0022288261515601,2.863187630718076e-06,0.3157647794807632,2.6226235052236787e-06,0.037914397627349425
3198,3198,0.0212976721149083,4.958771521563127e-05,0.2841460840194216,1.0002044608597569e-07,0.03791010612894185
3076,3076,0.0212976721149083,3.4024317725345794e-05,0.2841460840194216,1.052795590941313e-07,0.037909256042996456
2928,2928,0.0212976721149083,1.920072461135509e-05,0.2841460840194216,9.367510913795188e-08,0.03790846051316312
3252,3252,0.0212976721149083,1.3762824559726131e-05,0.2841460840194216,1.0884300134299733e-07,0.037908174263994926
2434,2434,0.0225359088657751,1.2814025162363332e-05,0.2613084837895554,0.0031517770255716,0.03790650828643734
1641,1641,0.0034670629024269,2.551395995617923e-06,0.3152717051842598,2.906505218203045e-06,0.03790523253676627
1138,1138,0.0034670629024269,2.1952532367891626e-06,0.3152717051842598,1.9684600369716147e-06,0.03790512911845062
1739,1739,0.0034670629024269,1.0879478510170286e-06,0.3152717051842598,2.03207986847657e-06,0.037905078108374506
1089,1089,0.0034670629024269,7.147224228484868e-07,0.3152717051842598,1.9990097850371886e-06,0.03790505600015645
1005,1005,0.0034670629024269,7.54111406392854e-08,0.3152717051842598,2.0147702682535274e-06,0.03790502470598406
1670,1670,0.0027241208519068,3.44164663457122e-06,0.3155427053215597,3.189087796710027e-06,0.037898183488130906
1008,1008,0.0019811788013868,3.3207437836941155e-06,0.3157400891391039,2.2099491119404918e-06,0.03788960813063157
1387,1387,0.0022288261515601,1.927396798661771e-06,0.3156660412757974,2.2318975904571103e-06,0.037888171185312715
1908,1908,0.0024764735017335,3.338565680046077e-06,0.3155673648015005,2.2940318187622792e-06,0.03788237343130681
1874,1874,0.0032194155522535,1.5208288925510948e-07,0.3152470918885159,6.753772041189899e-06,0.03787069454357918
920,920,0.0032194155522535,1.4777556622356657e-06,0.3152470918885159,5.982126803803033e-06,0.03787069056563563
907,907,0.0032194155522535,1.637802209334433e-06,0.3152470918885159,5.024619019734016e-06,0.03787061017139132
900,900,0.0032194155522535,1.7305642863725889e-06,0.3152470918885159,2.348424509563012e-06,0.03787037024994984
1749,1749,0.0032194155522535,1.4123202494915011e-06,0.3152470918885159,1.9788525212945204e-06,0.03787032050457308
1090,1090,0.0032194155522535,7.569629539660836e-07,0.3152470918885159,1.977657465167768e-06,0.03787028685909447
1748,1748,0.0032194155522535,1.8266045097154328e-07,0.3152470918885159,1.9883853311962204e-06,0.03787025846360948
1087,1087,0.0017335314512134,7.259056907903145e-07,0.3157154026583268,1.9207130876801342e-06,0.03786666718593483
1401,1401,0.0029717682020802,6.210376612178064e-07,0.3152224824355972,7.111942050767887e-06,0.03783796505728429
1696,1696,0.0029717682020802,1.732350859168509e-06,0.3152224824355972,2.4541670842499765e-06,0.037837593367954024
1364,1364,0.0029717682020802,6.882257652528634e-07,0.3152224824355972,2.561274234996697e-06,0.03783754968672479
1045,1045,0.0029717682020802,1.3700249741239084e-06,0.3152224824355972,2.159112559377715e-06,0.03783754812946403
909,909,0.0029717682020802,1.0643253716887978e-06,0.3152224824355972,2.1245890605739708e-06,0.03783752937734152
1043,1043,0.0029717682020802,1.0438772377466498e-06,0.3152224824355972,2.108738071467847e-06,0.037837526899255645
1244,1244,0.0029717682020802,1.059709552091073e-06,0.3152224824355972,2.002121877368265e-06,0.037837518075582485
943,943,0.0029717682020802,9.539527007278351e-07,0.3152224824355972,1.996036845071019e-06,0.037837512119966894
1499,1499,0.0029717682020802,1.0194855351156593e-06,0.3152224824355972,1.9328476227805448e-06,0.03783750976392314
1602,1602,0.0029717682020802,2.9570321250192725e-07,0.3152224824355972,2.07181143388018e-06,0.037837485334614604
1251,1251,0.0029717682020802,1.406433955871716e-07,0.3152224824355972,2.019769286418889e-06,0.0378374727149408
1802,1802,0.0029717682020802,4.3705296026119626e-08,0.3152224824355972,1.951086588492351e-06,0.03783746156308738
1892,1892,0.0029717682020802,9.626352286611165e-09,0.3152224824355972,1.9518388633864915e-06,0.037837459891278145
1103,1103,0.0019811788013868,1.147333652249826e-06,0.3155427053215597,1.922092691810121e-06,0.037837188513882666
1411,1411,0.0024764735017335,1.5358298187227058e-06,0.3153701968134957,5.0276108259829255e-06,0.03783034153336151
929,929,0.0012382367508667,3.731753802882637e-07,0.3156660412757974,1.8508296728384044e-06,0.03782707126376485
996,996,0.0009905894006934,4.230900198509661e-07,0.3156413663722348,1.8490226750511504e-06,0.03781028880624461
1058,1058,0.0017335314512134,1.1295585278590182e-06,0.3154933979217126,3.02469182661688e-06,0.037807965067718254
1599,1599,0.0027241208519068,1.1121129262717786e-06,0.3151978768246039,2.410041897727364e-06,0.037806758753281836
1030,1030,0.0027241208519068,1.0939751659049122e-06,0.3151978768246039,2.1537854450638863e-06,0.03780673466009098
1905,1905,0.0027241208519068,3.705449726486194e-08,0.3151978768246039,2.701844212434654e-06,0.03780673031188091
1094,1094,0.0027241208519068,7.689516342941697e-07,0.3151978768246039,1.997071167717654e-06,0.037806703915113725
1050,1050,0.0027241208519068,5.63253144042801e-07,0.3151978768246039,2.0118181109084663e-06,0.03780669474592236
1134,1134,0.0027241208519068,6.38558521234408e-07,0.3151978768246039,1.946314818679424e-06,0.03780669267974603
1218,1218,0.0027241208519068,6.309709902148491e-07,0.3151978768246039,1.9251113380466468e-06,0.03780669037999898
974,974,0.0027241208519068,2.397955663459265e-07,0.3151978768246039,1.9576822923494964e-06,0.037806673356473336
986,986,0.0027241208519068,1.907001278711915e-07,0.3151978768246039,1.977829456559129e-06,0.03780667266948277
1887,1887,0.0027241208519068,6.061870347616639e-08,0.3151978768246039,2.038219132911929e-06,0.03780667148379602
1240,1240,0.0017335314512134,2.9330825797093794e-06,0.3154441059292243,1.8609470067488424e-06,0.03779489056992797
1792,1792,0.0014858841010401,8.38246939985216e-07,0.3154933979217126,2.1824111796210323e-06,0.03779361543155089
1463,1463,0.0024764735017335,2.774478871955666e-07,0.3151732750546362,6.102990465540294e-06,0.037778247273578966
1562,1562,0.0024764735017335,1.2166639695577998e-06,0.3151732750546362,3.496950279517984e-06,0.037778055822042286
1073,1073,0.0024764735017335,1.2355784934542863e-06,0.3151732750546362,2.417161342125645e-06,0.037777958814958885
1342,1342,0.0024764735017335,8.801992201460934e-07,0.3151732750546362,2.3077665807576626e-06,0.03777793079501062
1814,1814,0.0024764735017335,6.941212012725476e-07,0.3151732750546362,2.387218070035188e-06,0.03777792848325119
950,950,0.0024764735017335,4.966015039732895e-07,0.3151732750546362,2.271599750628609e-06,0.037777907964420765
1840,1840,0.0024764735017335,5.541975418684213e-07,0.3151732750546362,1.9157473395613165e-06,0.037777878799479865
1708,1708,0.0024764735017335,4.336509236761399e-07,0.3151732750546362,1.967710941512381e-06,0.03777787733607793
1368,1368,0.0024764735017335,2.095933729070159e-07,0.3151732750546362,2.078012011002669e-06,0.037777875860333356
955,955,0.0024764735017335,2.095933729070159e-07,0.3151732750546362,2.078012011002669e-06,0.037777875860333356
1788,1788,0.0024764735017335,1.441593442921426e-07,0.3151732750546362,2.081959273295529e-06,0.03777787288153028
956,956,0.0024764735017335,4.498589467272536e-07,0.3151732750546362,1.898758406971276e-06,0.037777871948846735
1061,1061,0.0024764735017335,1.788282259304207e-07,0.3151732750546362,1.969107298699134e-06,0.03777786447259951
979,979,0.0024764735017335,7.887137377685614e-08,0.3151732750546362,1.90697136752749e-06,0.03777785377914467
1297,1297,0.0014858841010401,9.201660273966553e-08,0.3153948293368742,2.161185841712048e-06,0.03776745010575817
1022,1022,0.0009905894006934,1.5336100456610922e-08,0.3154441059292243,2.401697948852201e-06,0.03775802099468671
1023,1023,0.0022288261515601,1.1280553891418254e-06,0.3151732750546362,2.268136015321036e-06,0.037757643706025634
1476,1476,0.0012382367508667,3.9606530604914426e-07,0.3153948293368742,1.8706996387589056e-06,0.03775518017875232
1239,1239,0.0022288261515601,7.115117103325422e-08,0.3151486771247951,4.909957697978391e-06,0.03775131570445329
1220,1220,0.0022288261515601,2.678487902908467e-07,0.3151486771247951,4.74900356093976e-06,0.037751310946702775
998,998,0.0022288261515601,3.1071595525586775e-07,0.3151486771247951,4.087990482695046e-06,0.03775125261989183
1202,1202,0.0022288261515601,1.50293784474787e-06,0.3151486771247951,2.440184759297493e-06,0.03775116369794292
1896,1896,0.0022288261515601,1.0399336690578069e-06,0.3151486771247951,1.9049348018879704e-06,0.03775109181564476
912,912,0.0022288261515601,8.353062715367414e-07,0.3151486771247951,1.9881790781326725e-06,0.03775108888084902
1154,1154,0.0022288261515601,8.325311676445927e-07,0.3151486771247951,1.9119297463947923e-06,0.03775108187328177
1093,1093,0.0022288261515601,4.7301556156875613e-07,0.3151486771247951,2.003405581014737e-06,0.03775107179213056
1111,1111,0.0022288261515601,1.5336100456610922e-08,0.3151486771247951,2.0641675628226307e-06,0.037751053958917126
1443,1443,0.0022288261515601,1.0920277245770889e-07,0.3151486771247951,1.9217892440078197e-06,0.037751045913400394
928,928,0.0022288261515601,2.7264178589530523e-08,0.3151486771247951,1.89922917964794e-06,0.03775103971063941
1016,1016,0.0022288261515601,0.0,0.3151486771247951,1.8821231427161528e-06,0.03775103678286633
1403,1403,0.0022288261515601,0.0,0.3151486771247951,1.8821231427161528e-06,0.03775103678286633
1486,1486,0.0012382367508667,0.0,0.3153701968134957,2.114626756488184e-06,0.037748651769448076
1053,1053,0.0019811788013868,1.3925179214602717e-06,0.3151978768246039,2.1658572614372665e-06,0.037745873329995225
1031,1031,0.0009905894006934,1.0063913754184394e-07,0.3153701968134957,2.2884333983125965e-06,0.03773841921168875
1233,1233,0.0004952947003467,0.0,0.3153948293368742,1.7996075785233845e-06,0.037730419003915404
3152,3152,0.021050024764735,3.455949244607575e-05,0.2841260906276386,1.0531365231071419e-07,0.03773041428884491
2750,2750,0.021050024764735,8.534611384795216e-06,0.2841260906276386,9.518127421997907e-08,0.03772903384339834
987,987,0.0014858841010401,1.0562921762115252e-06,0.3152470918885159,1.8773998918436664e-06,0.037728313624147546
1775,1775,0.0019811788013868,2.5560167427684862e-09,0.3151240830341814,4.240363244341127e-06,0.03772643969724347
1865,1865,0.0019811788013868,3.983402716002836e-08,0.3151240830341814,3.1266700790839287e-06,0.037726340218483534
1162,1162,0.0019811788013868,2.944531287669296e-07,0.3151240830341814,2.2901033333159577e-06,0.037726277517770745
1731,1731,0.0019811788013868,8.997178934545075e-08,0.3151240830341814,2.321430171071684e-06,0.037726269938914224
1203,1203,0.0019811788013868,3.928520278582353e-07,0.3151240830341814,2.1325499133888678e-06,0.03772626832436746
1248,1248,0.0019811788013868,6.747884200908804e-07,0.3151240830341814,1.957233742384044e-06,0.03772626689179811
1414,1414,0.0019811788013868,3.1458667603304447e-09,0.3151240830341814,1.9629642989756184e-06,0.03772623322663196
1640,1640,0.0019811788013868,7.487162889586459e-08,0.3151240830341814,1.8892041322259088e-06,0.03772623023972922
2215,2215,0.0143635463100544,2.109571855503192e-05,0.2786941817930844,0.0039202958815104,0.0377260018147865
904,904,0.00074294205052,4.641726404867571e-07,0.3152717051842598,1.8264704742446757e-06,0.037704034160175266
935,935,0.0017335314512134,3.733245025437858e-07,0.3150994927818962,2.0587642368826557e-06,0.037703452772614596
985,985,0.0017335314512134,1.1090678361955453e-07,0.3150994927818962,1.8655759028529696e-06,0.03770342205865608
937,937,0.0017335314512134,8.588216255702114e-08,0.3150994927818962,1.8668826683178583e-06,0.03770342090392475
1372,1372,0.0017335314512134,0.0,0.3150994927818962,1.8767877287654835e-06,0.037703417428427345
1151,1151,0.0014858841010401,6.165534429665786e-07,0.3151486771247951,2.972899883988565e-06,0.037702302027521555
1498,1498,0.0014858841010401,8.17738900537507e-08,0.3150749063670412,3.212965890581623e-06,0.037682740335634374
1133,1133,0.0014858841010401,1.887520056198267e-07,0.3150749063670412,3.126771894744033e-06,0.03768273796242239
1521,1521,0.0014858841010401,0.0,0.3150749063670412,3.084434996619514e-06,0.037682724540222416
1263,1263,0.0014858841010401,4.498589467272536e-07,0.3150749063670412,2.3390376228848312e-06,0.03768268008083177
1301,1301,0.0014858841010401,1.7789876529668665e-07,0.3150749063670412,2.1911055857860986e-06,0.0376826529414736
1254,1254,0.0014858841010401,3.271701430743663e-07,0.3150749063670412,2.0329745159479826e-06,0.03768264630281989
1890,1890,0.0014858841010401,4.907552146115494e-07,0.3150749063670412,1.8955826479771717e-06,0.03768264227091823
1664,1664,0.0014858841010401,3.067220091322183e-07,0.3150749063670412,1.858244259605734e-06,0.0376826295650443
1168,1168,0.0014858841010401,2.3632200513139494e-07,0.3150749063670412,1.858011262044184e-06,0.0376826259669448
1838,1838,0.0014858841010401,2.0857096620990845e-07,0.3150749063670412,1.8509914954051588e-06,0.037682623926642386
1759,1759,0.0014858841010401,6.183126215839957e-08,0.3150749063670412,1.8486956967369524e-06,0.03768261626572528
1797,1797,0.0012382367508667,1.8799090882297254e-07,0.3150503237887181,2.7793663242659813e-06,0.03766391341418365
1417,1417,0.0012382367508667,1.8403320547933107e-07,0.3150503237887181,2.6815687078492564e-06,0.0376639043857177
1442,1442,0.0012382367508667,8.179253576859157e-08,0.3150503237887181,2.671508013792207e-06,0.03766389828722294
1346,1346,0.0012382367508667,0.0,0.3150503237887181,2.553679602030183e-06,0.037663883508033895
1711,1711,0.0012382367508667,1.8403320547933107e-07,0.3150503237887181,2.379163625148132e-06,0.03766387712635622
1038,1038,0.0012382367508667,2.044813394214789e-07,0.3150503237887181,2.158893053014236e-06,0.03766385834386569
1157,1157,0.0012382367508667,7.156846879751761e-08,0.3150503237887181,2.142731665765044e-06,0.03766385014281622
1147,1147,0.0012382367508667,2.044813394214789e-07,0.3150503237887181,1.9545144861014118e-06,0.03766383997946494
