Node,w_Node,DC,BC,CC,EC
1534,1534,0.008172362555720653,0.005948477022332591,0.36460496613995486,4.7728689289126334e-05
1535,1535,0.0158494304110946,5.180208724435038e-06,0.31650728954381563,2.866128511591538e-05
1536,1536,0.020307082714214955,0.000679911372128997,0.33779488037476996,7.949826311772717e-06
1537,1537,0.0047052996532937095,0.000457994687834057,0.33507592730893704,4.473537134381268e-06
1538,1538,0.017830609212481426,7.68083687455508e-06,0.31670588235294117,3.320660271787926e-05
1539,1539,0.0195641406636949,3.592560292663256e-06,0.31687985560699994,4.002710415913473e-05
1540,1540,0.017087667161961365,0.00042207105788746375,0.33510373443983404,5.144081902302202e-05
1541,1541,0.008172362555720653,2.707646452915041e-06,0.3157400891391039,2.4474789982431875e-06
1542,1542,0.013620604259534423,2.615508429640703e-06,0.3162841701261064,2.6124544848338354e-05
1543,1543,0.008172362555720653,1.2283842927863042e-05,0.3182033096926714,3.1327744213731067e-06
1544,1544,0.003714710252600297,5.0341186064287145e-06,0.3157647794807632,3.9985606513333064e-06
1545,1545,0.010648836057454186,0.00020512911184814744,0.33694926568758343,6.934682927358989e-06
1546,1546,0.0007429420505200594,0.0,0.31500117013807627,1.801785131909089e-06
1547,1547,0.03021297672114908,8.878628935742613e-06,0.3179527559055118,5.952338708960342e-05
1548,1548,0.009410599306587419,9.373912513241837e-06,0.3163337250293772,2.4109390779711303e-06
1549,1549,0.012134720158494303,0.00024022687104327905,0.33627581612258495,7.23932576244804e-06
1550,1550,0.009410599306587419,7.86435165299526e-07,0.3158635794743429,2.6984856338483013e-06
1551,1551,0.04234769687964338,3.334369795309623e-05,0.3191842542091534,7.811699601554822e-05
1552,1552,0.001733531451213472,2.4967429702200807e-06,0.3160118954452966,1.9630218873552287e-06
1553,1553,0.009162951956414065,0.0007549495758214158,0.3355771628022937,9.408540296584794e-06
1554,1554,0.0396235760277365,3.228550071230128e-05,0.3189069657242142,7.531657835407577e-05
1555,1555,0.00866765725606736,0.0002744287965171806,0.3359400998336107,2.768486008651532e-06
1556,1556,0.006191183754333828,9.378616957344035e-07,0.31554270532155976,1.2346545420509157e-05
1557,1557,0.037394749876176324,3.713451260765727e-05,0.3192094861660079,6.780062220937877e-05
1558,1558,0.0004952947003467063,0.0,0.3149765990639626,1.8090788800682442e-06
1559,1559,0.04606240713224368,5.323862515664463e-05,0.31956315289648624,8.441802483481616e-05
1560,1560,0.00024764735017335313,0.0,0.31495203182279075,1.7746210692102823e-06
1561,1561,0.006191183754333828,1.4778797969010864e-05,0.3162841701261064,6.529765157550723e-06
1562,1562,0.0024764735017335313,1.2166639695577998e-06,0.31517327505463627,3.496950279517984e-06
1563,1563,0.02773650321941555,1.545166251432006e-05,0.3177025963808025,5.542347547989171e-05
1564,1564,0.00396235760277365,2.864289239574449e-06,0.3156660412757974,3.4613280695317303e-06
1565,1565,0.010896483407627538,6.712409345909979e-06,0.3183287347260544,3.825606165180305e-06
1566,1566,0.004952947003467063,4.220359001412857e-06,0.31541946570848306,2.6378629258345797e-06
1567,1567,0.008172362555720653,7.245038459500217e-05,0.33546564758660796,2.7166468029547e-06
1568,1568,0.007181773155027241,1.7659097554481933e-07,0.31564136637223483,2.22461403164564e-06
1569,1569,0.01188707280832095,2.264888776010368e-05,0.31611085016439644,3.857887239475701e-06
1570,1570,0.03070827142149579,2.0419470483422246e-05,0.3180028350921405,5.580061306040645e-05
1571,1571,0.014858841010401188,9.232212134524723e-06,0.3164080865068171,2.509678516034683e-05
1572,1572,0.010648836057454186,8.66399329727291e-07,0.31598716644494873,1.8295733558340194e-05
1573,1573,0.022040614165428428,2.785117104087605e-05,0.3177275946179873,3.932697203218239e-06
1574,1574,0.01659237246161466,0.00026589663408948123,0.3375125376128385,1.2106904425619948e-05
1575,1575,0.004952947003467063,3.4626321013014565e-06,0.31541946570848306,3.092911001739458e-06
1576,1576,0.016344725111441305,1.0732156783186526e-05,0.3169793547374205,3.334439003682312e-06
1577,1577,0.04210004952947003,0.03978470502937034,0.35718708536045995,0.00716227449656823
1578,1578,0.008915304606240713,3.037330544447628e-06,0.316383295463449,2.6738696278653928e-06
1579,1579,0.0012382367508667657,9.437600280991335e-09,0.3150503237887181,1.9010002580445522e-06
1580,1580,0.02055473006438831,6.2374532363276884e-06,0.3169793547374205,3.9031076558308134e-05
1581,1581,0.00024764735017335313,0.0,0.31495203182279075,1.7746210692102823e-06
1582,1582,0.010153541357107478,2.407808475144088e-06,0.31765261170547515,2.801477220840453e-06
1583,1583,0.024021792966815253,2.2751714958793608e-05,0.31732809430255404,4.0194128512636154e-06
1584,1584,0.05225359088657751,0.00026402558260508037,0.3212921705919796,8.985238444397482e-05
1585,1585,0.004952947003467063,5.752029824906248e-06,0.3157647794807632,4.105108182747201e-06
1586,1586,0.0007429420505200594,0.0,0.31500117013807627,1.799660098786318e-06
1587,1587,0.013125309559187715,2.4912578167948647e-06,0.3162346307463388,3.0876030245006183e-06
1588,1588,0.005695889053987122,5.271747324338711e-05,0.3351871835311696,2.4850712229050197e-06
1589,1589,0.050767706785537395,4.930301749291871e-05,0.3200443845605136,9.271249007486712e-05
1590,1590,0.021792966815255076,0.0003255140738507727,0.3355771628022937,6.670024522351918e-05
1591,1591,0.02352649826646855,5.921239678284538e-05,0.3172782273905869,4.001886455725953e-06
1592,1592,0.006191183754333828,2.493587169946313e-07,0.31554270532155976,2.359503846814893e-06
1593,1593,0.0079247152055473,0.0005534173767156923,0.33627581612258495,2.666069630979512e-06
1594,1594,0.00396235760277365,3.7261017568791272e-06,0.31546875,5.385158845831585e-06
1595,1595,0.009658246656760773,4.8429494109350805e-06,0.31775259678942397,3.508688591882278e-06
1596,1596,0.01906884596334819,9.99682360287146e-06,0.3168301294625343,3.6039194154143005e-06
1597,1597,0.02773650321941555,1.3542739624407422e-05,0.3177025963808025,5.411769623617348e-05
1598,1598,0.033680039623576026,7.173764179975422e-05,0.3194114855244423,5.988309461650657e-05
1599,1599,0.0027241208519068845,1.1121129262717786e-06,0.3151978768246039,2.4100418977273638e-06
1600,1600,0.028974739970282316,2.2637954536268058e-05,0.3183538315988647,5.251496065523433e-05
1601,1601,0.0079247152055473,5.728344646103298e-07,0.3157154026583268,2.271029370353123e-06
1602,1602,0.0029717682020802376,2.9570321250192725e-07,0.3152224824355972,2.07181143388018e-06
1603,1603,0.0359088657751362,1.4860760267954738e-05,0.3185296205726907,7.163206058513348e-05
1604,1604,0.03665180782565626,9.650879358283614e-05,0.3197149643705463,6.283300351640937e-05
1605,1605,0.02228826151560178,8.033695555146498e-06,0.3171536286522149,4.226692737739897e-05
1606,1606,0.007677067855373947,1.3975680382977095e-06,0.31802788060171694,2.9959439411732826e-06
1607,1607,0.0012382367508667657,2.044813394214789e-07,0.3150503237887181,1.8283183645456904e-06
1608,1608,0.028974739970282316,1.4018118617007108e-05,0.317827626918536,5.7247475059996965e-05
1609,1609,0.022783556215948488,1.4557013603703912e-05,0.3177275946179873,4.1010177197929644e-05
1610,1610,0.04432887568103021,3.7894706051827186e-05,0.3193862216246144,7.899114866251325e-05
1611,1611,0.017830609212481426,2.999852732125631e-05,0.3184291459664064,3.771774876420772e-06
1612,1612,0.0470529965329371,8.542058878706568e-05,0.32014588123364784,8.537410628516094e-05
1613,1613,0.04507181773155027,4.1041947465083036e-05,0.3194620253164557,8.274872001311623e-05
1614,1614,0.017582961862308073,1.8076714777023903e-05,0.3171536286522149,3.4379731370046066e-05
1615,1615,0.005943536404160475,1.7460084430417434e-06,0.31551804969526487,2.536527941963427e-06
1616,1616,0.012382367508667657,1.057197427395552e-05,0.3196896524424036,3.957271546394675e-06
1617,1617,0.028974739970282316,0.0004481197390596397,0.33585627547201197,8.480546948650616e-05
1618,1618,0.005943536404160475,0.00016296465008238924,0.3349647449191207,8.139319929934273e-05
1619,1619,0.028231797919762255,1.0596382533974954e-05,0.31775259678942397,5.147821825473458e-05
1620,1620,0.0316988608221892,0.00011738470254282394,0.3196643445218493,4.9438191856756044e-05
1621,1621,0.046805349182763745,0.0008622883580861532,0.3378796753409756,0.0001136630756870451
1622,1622,0.043833580980683504,8.608098515414191e-05,0.3198162521780453,7.835488621143647e-05
1623,1623,0.024764735017335313,6.644099895747333e-06,0.3174029240685427,4.861674067077746e-05
1624,1624,0.00866765725606736,4.756597072476507e-06,0.3157894736842105,2.502783346689626e-06
1625,1625,0.006191183754333828,6.970071593363506e-07,0.3173031588873173,2.6156910340785772e-06
1626,1626,0.009162951956414065,0.0001286546757982767,0.3336362885235066,3.823752440628122e-05
1627,1627,0.0007429420505200594,0.0,0.31500117013807627,1.8002424270445425e-06
1628,1628,0.020307082714214955,1.906045718784137e-05,0.31752771880160413,3.7047832272192442e-06
1629,1629,0.005448241703813769,8.605809633783684e-07,0.31546875,2.146297469297925e-06
1630,1630,0.01659237246161466,6.311381105239135e-05,0.31857988165680473,4.512481819702393e-06
1631,1631,0.002228826151560178,1.363208929476526e-08,0.3170789163722026,2.1452878380492776e-06
1632,1632,0.0195641406636949,6.288987254064617e-06,0.31687985560699994,3.9543034589942554e-05
1633,1633,0.005695889053987122,1.8991953758816154e-06,0.31549339792171266,2.287794489549466e-06
1634,1634,0.009410599306587419,5.605238597516932e-06,0.3158635794743429,2.572208827553671e-06
1635,1635,0.008420009905894007,1.6298599667135157e-06,0.3157647794807632,2.5936500207087533e-06
1636,1636,0.01906884596334819,1.012834580494729e-05,0.3168301294625343,3.6431249137766995e-06
1637,1637,0.02451708766716196,3.917608168160055e-05,0.317852644836272,4.408609950570243e-05
1638,1638,0.008420009905894007,2.507749958497135e-06,0.3174777891343659,2.674347136284647e-06
1639,1639,0.019316493313521546,2.3636323339615003e-05,0.31732809430255404,3.5550595086420614e-05
1640,1640,0.001981178801386825,7.487162889586458e-08,0.3151240830341814,1.8892041322259086e-06
1641,1641,0.003467062902426944,2.551395995617923e-06,0.31527170518425984,2.906505218203045e-06
1642,1642,0.006934125804853888,0.0016822538161000364,0.3418557399254995,3.1951107218866613e-06
1643,1643,0.024764735017335313,5.535110771185494e-06,0.3174029240685427,5.132994046928752e-05
1644,1644,0.017087667161961365,1.2871420474488304e-05,0.3171536286522149,2.8944255228714647e-05
1645,1645,0.013868251609707775,1.529949193210582e-05,0.3197149643705463,3.90418818694941e-06
1646,1646,0.004457652303120356,3.2320635095634997e-06,0.31537019681349576,4.717816697399696e-06
1647,1647,0.012382367508667657,4.74781680827185e-06,0.3167307239783512,2.98623347016448e-06
1648,1648,0.006191183754333828,1.5426668543536502e-07,0.31554270532155976,2.1550932067900387e-06
1649,1649,0.00866765725606736,2.7038380868247625e-06,0.3157894736842105,2.591409023637827e-06
1650,1650,0.005200594353640416,9.952620790325587e-06,0.3158635794743429,2.508596367129911e-06
1651,1651,0.0009905894006934125,0.0,0.31502574504602904,3.325757716086286e-06
1652,1652,0.020059435364041603,4.993381178881161e-06,0.3169295973628444,3.629174713961948e-05
1653,1653,0.01832590391282813,2.530122438115056e-06,0.31675556950109823,3.512469605037111e-05
1654,1654,0.001733531451213472,6.968862046309013e-07,0.31680527224227206,1.998534922496758e-06
1655,1655,0.013868251609707775,2.7631739437012794e-06,0.31630894563684786,3.081850482457531e-06
1656,1656,0.008420009905894007,0.0015051675904993636,0.3420294765373539,4.397082439771414e-06
1657,1657,0.0012382367508667657,0.0,0.3150503237887181,1.8544047117248305e-06
1658,1658,0.0047052996532937095,3.995572484680517e-06,0.3163337250293772,4.665023708800912e-06
1659,1659,0.020307082714214955,4.09299347521169e-06,0.31695447409733124,3.866782252690152e-05
1660,1660,0.005943536404160475,6.575426957918839e-06,0.3172283761489512,3.1942951372292424e-06
1661,1661,0.01981178801386825,2.532525792880334e-05,0.31863015860490806,3.7635305659989757e-06
1662,1662,0.036156513125309556,1.9495627233992575e-05,0.3185547491322184,6.916567474822807e-05
1663,1663,0.058197127290737984,0.001100111178803195,0.3391852162956741,0.0001285378034831958
1664,1664,0.0014858841010401188,3.067220091322183e-07,0.3150749063670412,1.858244259605734e-06
1665,1665,0.03145121347201585,1.3448161031818555e-05,0.3180779834580543,5.7867524863128356e-05
1666,1666,0.008915304606240713,0.006174767405889478,0.3647037572254335,4.693165796743494e-05
1667,1667,0.006686478454680535,5.8073262979789256e-06,0.31559202813599063,2.253700522370379e-06
1668,1668,0.03021297672114908,9.962634771031608e-06,0.3179527559055118,5.904997346395847e-05
1669,1669,0.03392768697374938,1.4945601043556868e-05,0.3183287347260544,6.586226534271411e-05
1670,1670,0.0027241208519068845,3.44164663457122e-06,0.31554270532155976,3.189087796710027e-06
1671,1671,0.0079247152055473,1.5915203756822242e-05,0.31717854057026157,2.827950626444043e-06
1672,1672,0.006191183754333828,3.15852902248009e-06,0.31554270532155976,2.241614839704717e-06
1673,1673,0.009905894006934125,9.449736450860097e-06,0.3192599620493359,3.538829818987225e-06
1674,1674,0.006191183754333828,4.1778314631815636e-05,0.317353033637221,7.388572624209237e-06
1675,1675,0.028974739970282316,2.800995653317752e-05,0.317827626918536,5.230779437962945e-05
1676,1676,0.00396235760277365,1.129580537711129e-06,0.31532094330782445,2.0712077764280604e-06
1677,1677,0.008915304606240713,6.349510376946008e-06,0.318378932429236,3.266064929644229e-06
1678,1678,0.004457652303120356,1.1672291238410081e-05,0.315937720053204,4.998894839965805e-06
1679,1679,0.006686478454680535,3.412606581962672e-06,0.31810304080668034,3.3791565272970046e-06
1680,1680,0.01510648836057454,3.402111034521506e-05,0.31847937534505877,3.84518059214369e-06
1681,1681,0.006191183754333828,3.1610605683035476e-06,0.3160118954452966,2.3079410075646073e-06
1682,1682,0.009410599306587419,8.318900429052568e-06,0.3175776641761699,2.760855289282655e-06
1683,1683,0.030460624071322436,3.551877278851393e-05,0.31797779352704936,5.68745541121875e-05
1685,1685,0.02303120356612184,1.2070048870133468e-05,0.3172283761489512,4.491159208334709e-05
1686,1686,0.00866765725606736,7.1277766028419755e-06,0.3157894736842105,2.591523034717814e-06
1687,1687,0.010648836057454186,0.0009065373748414386,0.35725028753428295,7.397279566711532e-06
1688,1688,0.02352649826646855,0.0005501599322316148,0.3368930418821959,3.8250322745291147e-05
1689,1689,0.03070827142149579,1.2024856558152142e-05,0.3180028350921405,5.8528998124460225e-05
1690,1690,0.0004952947003467063,0.0,0.3149765990639626,1.8269149996764557e-06
1691,1691,0.014858841010401188,3.7125137801163057e-06,0.3164080865068171,3.2199065513412815e-06
1692,1692,0.012382367508667657,0.00010531849707868065,0.33680874134623406,7.734224122892423e-06
1693,1693,0.0007429420505200594,6.134440182644368e-08,0.31500117013807627,1.8001907428103615e-06
1694,1694,0.008420009905894007,3.3209584559523454e-05,0.3183287347260544,3.001847521922272e-06
1695,1695,0.007429420505200594,2.1341835609484185e-06,0.31777760289604157,2.759392328706731e-06
1696,1696,0.0029717682020802376,1.732350859168509e-06,0.3152224824355972,2.4541670842499765e-06
1697,1697,0.001981178801386825,2.2703172632786022e-05,0.33283877349159247,3.1441152106815254e-05
1698,1698,0.0047052996532937095,1.258891933630628e-06,0.3153948293368742,3.042950210716953e-06
1699,1699,0.010401188707280832,1.8471675579199706e-05,0.31690472453304036,3.4073499843531454e-06
1700,1700,0.004210004952947003,9.578104382207916e-07,0.3153455681374463,8.410634634188692e-06
1701,1701,0.001733531451213472,1.0101194818744005e-06,0.315962441314554,2.1814962874085185e-06
1702,1702,0.01114413075780089,0.00041618676421087837,0.33538205980066443,7.837873781386979e-05
1703,1703,0.01733531451213472,3.778770033177834e-05,0.31665621079046424,3.958382459568412e-06
1704,1704,0.006191183754333828,1.9708880133480264e-06,0.31554270532155976,2.3116308829861696e-06
1705,1705,0.006686478454680535,5.661082886631419e-05,0.3352985136593872,2.2834435074405033e-06
1706,1706,0.010401188707280832,7.423371595278157e-06,0.31767760207694123,2.8566137536045695e-06
1707,1707,0.04581475978207033,3.599617504221348e-05,0.31953786499960435,8.364320560126584e-05
1708,1708,0.0024764735017335313,4.336509236761399e-07,0.31517327505463627,1.967710941512381e-06
1709,1709,0.015354135710747894,3.233497893460463e-05,0.31710381655410713,3.217969749165634e-06
1710,1710,0.003714710252600297,9.499345306384709e-07,0.3158141717503519,6.395064833128193e-06
1711,1711,0.0012382367508667657,1.8403320547933104e-07,0.3150503237887181,2.3791636251481318e-06
1712,1712,0.026002971768202078,8.643518734826822e-06,0.31752771880160413,4.8912712257388365e-05
1713,1713,0.0009905894006934125,1.8403320547933104e-07,0.31502574504602904,2.110035695924048e-06
1714,1714,0.04631005448241703,3.487911609054845e-05,0.319588444796201,8.633283485801541e-05
1715,1715,0.016097077761267953,5.937830120195615e-06,0.3165321000235165,3.887137975852586e-06
1716,1716,0.014858841010401188,7.577428995255382e-06,0.3169793547374205,3.244969850478766e-06
1717,1717,0.03442298167409608,2.3546449039396694e-05,0.318378932429236,6.532051244898631e-05
1718,1718,0.03838533927686973,0.03734287067796221,0.3566507684154743,0.004524614205430203
1719,1719,0.0047052996532937095,1.3424718863241432e-05,0.33507592730893704,2.574831981807036e-06
1720,1720,0.012134720158494303,2.406831966254186e-05,0.3182785528493734,3.062154503127423e-06
1721,1721,0.02847944526993561,1.0039687427127781e-05,0.31777760289604157,5.5961126917316705e-05
1722,1722,0.013868251609707775,9.248545951880445e-06,0.31630894563684786,2.2683566834471975e-05
1723,1723,0.012134720158494303,1.3427302425272959e-06,0.3161355985281453,2.6011115463699676e-05
1724,1724,0.014611193660227836,1.0807656427778716e-05,0.31690472453304036,2.3581781030280628e-05
1725,1725,0.01263001485884101,3.124173115812657e-05,0.3161851068827813,2.806366040803485e-06
1726,1726,0.005200594353640416,0.000867683228187556,0.34165327015821984,3.1304494613629484e-06
1727,1727,0.0079247152055473,1.1001969677188395e-05,0.3161851068827813,3.535841969324926e-06
1728,1728,0.0079247152055473,1.4241458071287241e-06,0.3157154026583268,2.5265753787535022e-06
1729,1729,0.01981178801386825,2.8238061367566546e-05,0.31863015860490806,3.7537151042205694e-06
1730,1730,0.055968301139177806,0.00013668118280842057,0.32111332007952287,9.479057866113331e-05
1731,1731,0.001981178801386825,8.997178934545074e-08,0.3151240830341814,2.3214301710716838e-06
1732,1732,0.01188707280832095,5.625143195017916e-06,0.317827626918536,2.943009725359207e-06
1733,1733,0.009410599306587419,1.7720860487122447e-06,0.3158635794743429,2.3803036075071584e-06
1734,1734,0.012134720158494303,2.722019314569003e-06,0.3161355985281453,2.529433944876339e-05
1735,1735,0.02699356116889549,9.386668061124009e-06,0.3176276252654763,5.468193537521395e-05
1736,1736,0.03863298662704309,2.5690699020729056e-05,0.31880625296068216,7.334354366490891e-05
1737,1737,0.0195641406636949,2.9163976561401587e-06,0.31687985560699994,3.8483165024105096e-05
1738,1738,0.0064388311045071814,2.8467473078287743e-06,0.3160366283165062,2.63117220918862e-06
1739,1739,0.003467062902426944,1.0879478510170286e-06,0.31527170518425984,2.0320798684765706e-06
1740,1740,0.009162951956414065,5.1693130428206715e-05,0.33560505319148937,7.022965709924788e-06
1741,1741,0.025755324418028726,1.3405928414664857e-05,0.31750275200503225,4.9367404522983256e-05
1742,1742,0.0195641406636949,1.7501872558813466e-05,0.31860501814738834,3.703435877484108e-06
1743,1743,0.0064388311045071814,6.272943039960572e-06,0.3162098668754894,2.4324758920146954e-06
1744,1744,0.009162951956414065,1.2113088447370019e-05,0.31817823654558347,3.293385699938045e-06
1745,1745,0.0047052996532937095,8.64923215906832e-05,0.3341332230037236,6.14681193221784e-06
1746,1746,0.05002476473501733,7.035702440811052e-05,0.31996830427892237,8.855613042752986e-05
1747,1747,0.005448241703813769,1.4202879610571553e-06,0.31546875,2.113340060545319e-06
1748,1748,0.0032194155522535907,1.8266045097154326e-07,0.3152470918885159,1.9883853311962204e-06
1749,1749,0.0032194155522535907,1.4123202494915011e-06,0.3152470918885159,1.9788525212945204e-06
1750,1750,0.031203566121842496,1.8122397264772555e-05,0.31805293005671076,6.044293408644373e-05
1751,1751,0.012382367508667657,3.279008009370712e-06,0.3178776666929072,2.9998753008820366e-06
1752,1752,0.02847944526993561,9.951411645795894e-06,0.31777760289604157,5.4536599942747616e-05
1753,1753,0.020307082714214955,5.223476121034096e-06,0.31695447409733124,4.202888748217085e-05
1754,1754,0.014115898959881128,8.061128415019605e-06,0.3168549905838041,2.4545195107594272e-05
1755,1755,0.0004952947003467063,0.0,0.3149765990639626,1.7997496650126421e-06
1756,1756,0.00396235760277365,3.306018575318587e-07,0.31532094330782445,2.0616272679454677e-06
1757,1757,0.03244180287270926,1.5992204919296347e-05,0.31817823654558347,6.23684433229187e-05
1758,1758,0.006686478454680535,0.001307399518984735,0.341826800981969,3.7128135546981988e-06
1759,1759,0.0014858841010401188,6.183126215839957e-08,0.3150749063670412,1.8486956967369524e-06
1760,1760,0.0007429420505200594,6.134440182644368e-08,0.31500117013807627,1.8362160066311608e-06
1761,1761,0.029965329370975728,7.873056995334444e-05,0.3179277222265963,5.465774878815075e-05
1762,1762,0.0009905894006934125,0.0,0.31502574504602904,1.8713530028673073e-06
1763,1763,0.0079247152055473,2.0911484318292264e-06,0.31797779352704936,2.9336027393498217e-06
1764,1764,0.006191183754333828,5.322622043291735e-07,0.31554270532155976,2.3924946607038137e-06
1765,1765,0.016344725111441305,1.705322410777566e-05,0.3170291277380859,2.8736306769685142e-05
1766,1766,0.009905894006934125,3.287783602887872e-06,0.3178026129387691,3.210921666492926e-06
1767,1767,0.008915304606240713,1.3727767333353791e-05,0.3192852059777022,3.303402443649671e-06
1768,1768,0.051758296186230804,0.00011200690654905106,0.32067979669631513,8.842005358061339e-05
1769,1769,0.006191183754333828,6.386308501905557e-05,0.3333058192323566,3.834880495300089e-05
1770,1770,0.011639425458147598,1.7593438292018848e-05,0.3165569143932267,2.8506121511096836e-06
1771,1771,0.004952947003467063,2.3536499687800339e-07,0.31541946570848306,9.269661011856922e-06
1772,1772,0.01510648836057454,3.96079190246244e-06,0.31643288143562415,2.919175667636321e-05
1773,1773,0.005695889053987122,5.668352231363071e-07,0.31720345640219955,2.5447977349078374e-06
1774,1774,0.009905894006934125,6.973474843431402e-06,0.3159130026599906,1.7155445433752923e-05
1775,1775,0.001981178801386825,2.5560167427684862e-09,0.3151240830341814,4.240363244341127e-06
1776,1776,0.0012382367508667657,0.0,0.3150503237887181,1.8544047117248305e-06
1777,1777,0.0012382367508667657,2.2661393984917622e-07,0.33554927704836296,9.553528504512123e-06
1778,1778,0.009410599306587419,7.05166198809182e-05,0.33566084788029926,7.195024139099464e-06
1779,1779,0.005448241703813769,8.870985866736256e-06,0.315937720053204,4.9730591227323206e-06
1780,1780,0.004952947003467063,6.432920385303656e-05,0.3333333333333333,3.48552289009605e-05
1781,1781,0.0064388311045071814,5.785761732421734e-06,0.3155673648015005,2.3814072680589614e-06
1782,1782,0.01659237246161466,0.00021594761437111336,0.3344653358734366,5.918786166371181e-05
1783,1783,0.029965329370975728,0.00018900088928529578,0.3196643445218493,4.542820905720937e-06
1784,1784,0.004210004952947003,4.428644317584994e-07,0.3153455681374463,2.0362144606581294e-06
1785,1785,0.007429420505200594,9.325729919938888e-06,0.3156660412757974,2.3822154365289817e-06
1786,1786,0.024021792966815253,4.067877943497103e-05,0.3190581542351454,4.129111615980084e-06
1787,1787,0.009410599306587419,1.0463691574372967e-05,0.3160366283165062,2.4378050934258762e-06
1788,1788,0.0024764735017335313,1.441593442921426e-07,0.31517327505463627,2.081959273295529e-06
1789,1789,0.025507677067855374,9.586266524190697e-06,0.3174777891343659,4.769077100735236e-05
1790,1790,0.009410599306587419,2.8073712903152717e-05,0.3181531673495115,3.0300510401798567e-06
1791,1791,0.03244180287270926,3.468080074362373e-05,0.31870560378847673,6.128569485419252e-05
1792,1792,0.0014858841010401188,8.38246939985216e-07,0.31549339792171266,2.1824111796210323e-06
1793,1793,0.0359088657751362,1.8169155877452837e-05,0.3185296205726907,6.970998120931919e-05
1794,1794,0.014115898959881128,5.454871170122278e-05,0.31805293005671076,4.182757944078639e-06
1795,1795,0.022040614165428428,5.144556270528824e-06,0.3171287206471374,4.231120354114659e-05
1796,1796,0.017582961862308073,3.064959011171818e-06,0.3166810446239511,3.543224896458926e-05
1797,1797,0.0012382367508667657,1.8799090882297254e-07,0.3150503237887181,2.7793663242659813e-06
1798,1798,0.008420009905894007,9.573211960617033e-07,0.3157647794807632,2.2985225456458694e-06
1799,1799,0.037642397226349676,2.2007124830607857e-05,0.31870560378847673,7.138475463021925e-05
1800,1800,0.06067360079247152,0.00015282194124476646,0.32159923542529467,0.00010193102506311919
1801,1801,0.005695889053987122,1.1018620351783926e-06,0.3174278751670466,2.5125894986770047e-06
1802,1802,0.0029717682020802376,4.370529602611962e-08,0.3152224824355972,1.951086588492351e-06
1803,1803,0.006191183754333828,4.5667898833574615e-05,0.3352428393524284,2.294784193395929e-06
1804,1804,0.04829123328380386,4.42080019654482e-05,0.31979092421002614,8.702127956672256e-05
1805,1805,0.005448241703813769,2.1099031117589355e-06,0.31546875,8.090670014095299e-06
1806,1806,0.0079247152055473,0.0003077737124932224,0.3357166611240439,3.55006662942045e-06
1807,1807,0.01263001485884101,1.8974505248577698e-05,0.3161851068827813,5.14748648416046e-06
1808,1808,0.003467062902426944,7.814382468708352e-05,0.33416087388282023,6.200922141735111e-06
1809,1809,0.027984150569588903,1.1654000037236768e-05,0.3177275946179873,5.003628032424391e-05
1810,1810,0.02526002971768202,9.801513355556892e-06,0.31745283018867926,4.79369860485305e-05
1811,1811,0.015601783060921248,3.969736283495258e-06,0.3164824829532095,3.0573061083204325e-05
1812,1812,0.010896483407627538,3.5864007036252583e-06,0.3177275946179873,2.934717866202274e-06
1813,1813,0.03863298662704309,0.00010104677450332539,0.3199176041831722,6.765360555081423e-05
1814,1814,0.0024764735017335313,6.941212012725476e-07,0.31517327505463627,2.387218070035188e-06
1815,1815,0.005943536404160475,1.1460405128297828e-06,0.31551804969526487,2.2654792361163826e-06
1816,1816,0.03244180287270926,1.2662565479489445e-05,0.31817823654558347,6.18120120189884e-05
1817,1817,0.003714710252600297,2.669818964168146e-05,0.33303092783505156,3.240464694555924e-05
1818,1818,0.007429420505200594,6.296280266655226e-06,0.3156660412757974,5.726643933113184e-06
1819,1819,0.021792966815255076,9.329677447269056e-06,0.31710381655410713,4.1316285927456376e-05
1820,1820,0.01659237246161466,1.1469781998186047e-05,0.31830364180986914,3.364728967382474e-06
1821,1821,0.006686478454680535,2.0552442952608377e-07,0.31559202813599063,1.4812763850313457e-05
1822,1822,0.0029717682020802376,6.694958717718558e-07,0.3155673648015005,2.313453992681427e-06
1823,1823,0.03145121347201585,1.675238188408242e-05,0.3180779834580543,6.306137449316937e-05
1824,1824,0.014363546310054482,7.399874825049213e-06,0.3180779834580543,3.2283246338554833e-06
1825,1825,0.007181773155027241,0.00019626072386556262,0.33574457470690944,2.8817214075378847e-06
1826,1826,0.02526002971768202,7.129292163206397e-06,0.31745283018867926,4.957539232573728e-05
1827,1827,0.04977711738484398,8.406833502583755e-05,0.3199429522224863,8.586535642076946e-05
1828,1828,0.013868251609707775,3.149920811655708e-05,0.3183538315988647,3.1895917584534645e-06
1829,1829,0.00396235760277365,1.549978766667928e-06,0.31532094330782445,2.436676494977353e-06
1830,1830,0.00396235760277365,3.4380169662037494e-06,0.3159130026599906,2.7567165081471554e-06
1831,1831,0.010401188707280832,2.8072623038195507e-05,0.315962441314554,2.8624451401406263e-06
1832,1832,0.011391778107974244,1.589437358359932e-06,0.3160613650594865,1.9317330711969913e-05
1833,1833,0.04730064388311045,3.957118094084549e-05,0.3196896524424036,8.754981274704107e-05
1834,1834,0.00024764735017335313,0.0,0.31495203182279075,1.7746210692102823e-06
1835,1835,0.04507181773155027,0.000821001408870681,0.3384177003017097,0.00010829196811811897
1836,1836,0.006191183754333828,5.1452071069350784e-05,0.3333058192323566,3.925407918311879e-05
